0,0,0
101,1,0
001,1,0
000,1,0
111,0,1
100101,1,0
000101,1,0
100001,0,0
000001,1,0
000000,0,0
111111,1,0
1000100101,1,0
0000100101,0,0
1000000101,1,0
0000000101,1,0
0000100001,1,0
0000100000,1,0
0000000000,1,0
1111111111,1,1
100001000100101,1,0
000001000100101,1,0
100000000100101,1,0
100001000000101,0,0
000000000100101,1,0
000001000000101,0,0
100000000100001,1,0
000000000000101,1,0
000000000100001,0,0
000000000000001,1,0
000000000000000,0,0
111111111111111,0,1
100000100001000100101,1,0
000000100001000100101,1,0
100000000001000100101,1,0
100000100000000100101,1,0
000000000001000100101,1,0
000000100000000100101,1,0
000000100001000000101,1,0
100000000001000000101,1,0
000000000000000100101,0,0
000000100000000000101,1,0
000000100000000100001,1,0
000000000000000000101,1,0
000000000001000000001,1,0
111111111111111111111,1,0
1000001100000100001000100101,0,0
1000000100000100001000100101,1,0
0000000100000100001000100101,1,0
1000000000000100001000100101,1,0
1000000100000000001000100101,1,0
1000000100000100000000100101,0,0
0000000000000100001000100101,1,0
0000000100000000001000100101,1,0
0000000100000100000000100101,1,0
1000000000000100000000100101,1,0
1000000000000100001000000101,1,0
0000000000000000001000100101,1,0
0000000000000100000000100101,1,0
0000000000000100001000000101,0,0
1000000100000000001000000001,1,0
1000000000000100000000100001,0,0
1111111111111111111111111111,1,1
100000001000000100000100001000100101,1,0
000000001000000100000100001000100101,0,0
100000000000000100000100001000100101,0,0
100000001000000000000100001000100101,0,0
100000001000000100000000001000100101,1,0
000000000000000100000100001000100101,1,0
100000001000000000000000001000100101,1,0
100000001000000000000100000000100101,0,0
100000001000000000000100001000000101,1,0
000000001000000000000100001000100101,0,0
100000001000000100000000000000100101,1,0
100000000000000100000000001000100101,1,0
111111111111111111111111111111111111,0,1
100000000100000001000000100000100001000100101,1,0
000000000100000001000000100000100001000100101,1,0
100000000000000001000000100000100001000100101,1,0
100000000100000000000000100000100001000100101,1,0
100000000100000001000000000000100001000100101,1,0
100000000100000001000000100000000001000100101,0,0
1000000000100000000100000001000000100000100001000100101,1,0
